transcript:NIC58.17262.1	transcript:B0272.1.1	99.775	444	1	0	1	444	1	444	0.0	934
transcript:NIC58.17262.1	transcript:C54C6.2.1	91.667	444	37	0	1	444	1	444	0.0	843
transcript:NIC58.17262.1	transcript:C36E8.5.1	91.917	433	35	0	1	433	1	433	0.0	830
transcript:NIC58.17262.1	transcript:K01G5.7.1	91.917	433	35	0	1	433	1	433	0.0	828
transcript:NIC58.17262.1	transcript:ZK154.3.1	93.897	426	26	0	1	426	1	426	0.0	824
transcript:NIC58.17262.1	transcript:T04H1.9.2	57.009	428	177	4	1	427	1	422	9.03e-175	496
transcript:NIC58.17262.1	transcript:T04H1.9.1	57.009	428	177	4	1	427	1	422	9.03e-175	496
transcript:NIC58.17262.1	transcript:F26E4.8a.1	41.002	439	248	2	1	431	1	436	1.05e-123	367
transcript:NIC58.17262.1	transcript:F26E4.8b.1	41.002	439	248	2	1	431	6	441	2.07e-123	366
transcript:NIC58.17262.1	transcript:C47B2.3.2	41.002	439	248	2	1	431	1	436	3.74e-123	365
transcript:NIC58.17262.1	transcript:C47B2.3.1	41.002	439	248	2	1	431	1	436	3.74e-123	365
transcript:NIC58.17262.1	transcript:C44B11.3.1	40.449	445	255	2	1	435	1	445	3.94e-123	365
transcript:NIC58.17262.1	transcript:F40F4.5.1	41.203	449	250	3	2	440	7	451	1.10e-122	364
transcript:NIC58.17262.1	transcript:F44F4.11.1	39.556	450	261	2	1	442	1	447	3.08e-120	358
transcript:NIC58.17262.1	transcript:T28D6.2.1	39.509	448	258	5	1	439	1	444	3.33e-120	357
transcript:NIC58.17262.1	transcript:F32H2.9.1	41.176	442	250	2	2	433	8	449	1.24e-119	357
transcript:NIC58.17262.1	transcript:F16D3.1.1	40.553	434	248	2	1	424	1	434	2.99e-118	353
transcript:NIC58.17262.1	transcript:ZK899.4.1	40.359	446	257	2	2	438	6	451	1.36e-111	336
transcript:NIC58.17262.1	transcript:F58A4.8.1	30.324	432	283	10	4	423	7	432	1.23e-59	201
transcript:NIC58.17262.1	transcript:Y19D2B.1.1	40.580	69	37	1	356	424	5	69	1.94e-11	60.1
transcript:NIC58.17262.1	transcript:B0511.10.1	28.571	77	52	2	253	328	6	80	0.27	33.5
transcript:NIC58.17262.1	transcript:W07E11.1b.1	37.838	37	23	0	295	331	2127	2163	2.0	31.2
transcript:NIC58.17262.1	transcript:W07E11.1a.1	37.838	37	23	0	295	331	2117	2153	2.1	31.2
transcript:NIC58.17262.1	transcript:C44H9.7b.1	22.222	135	83	5	201	323	69	193	2.5	30.4
transcript:NIC58.17262.1	transcript:C44H9.7a.1	22.222	135	83	5	201	323	69	193	3.2	30.0
transcript:NIC58.17262.1	transcript:K04F1.13.1	32.258	93	46	3	144	225	196	282	3.8	30.0
transcript:NIC58.17262.1	transcript:F16G10.7.1	32.432	37	25	0	147	183	55	91	4.2	28.9
transcript:NIC58.17262.1	transcript:T24H7.3.1	23.729	59	45	0	215	273	73	131	4.9	28.9
transcript:NIC58.17262.1	transcript:T24H7.3.2	23.729	59	45	0	215	273	73	131	4.9	28.9
transcript:NIC58.17262.1	transcript:R12B2.7.1	47.619	21	11	0	246	266	41	61	5.4	27.3
transcript:NIC58.17262.1	transcript:C18E9.6.1	37.288	59	30	2	334	385	217	275	8.5	28.9
transcript:NIC58.17262.1	transcript:B0416.4.1	39.394	33	20	0	312	344	119	151	9.2	28.5
transcript:NIC58.17262.1	transcript:ZK669.4.1	27.536	69	50	0	363	431	2	70	9.3	28.9
transcript:NIC58.15977.2	transcript:C36E8.5.1	100.000	450	0	0	1	450	1	450	0.0	947
transcript:NIC58.15977.2	transcript:K01G5.7.1	97.561	451	8	3	1	450	1	449	0.0	915
transcript:NIC58.15977.2	transcript:C54C6.2.1	94.595	444	19	1	1	439	1	444	0.0	861
transcript:NIC58.15977.2	transcript:B0272.1.1	91.917	433	35	0	1	433	1	433	0.0	829
transcript:NIC58.15977.2	transcript:ZK154.3.1	90.610	426	40	0	1	426	1	426	0.0	804
transcript:NIC58.15977.2	transcript:T04H1.9.2	58.741	429	170	4	1	428	1	423	1.69e-179	508
transcript:NIC58.15977.2	transcript:T04H1.9.1	58.741	429	170	4	1	428	1	423	1.69e-179	508
transcript:NIC58.15977.2	transcript:F26E4.8a.1	40.741	432	248	1	1	424	1	432	2.19e-126	374
transcript:NIC58.15977.2	transcript:F26E4.8b.1	40.741	432	248	1	1	424	6	437	2.68e-126	374
transcript:NIC58.15977.2	transcript:C47B2.3.2	40.509	432	249	1	1	424	1	432	3.97e-126	373
transcript:NIC58.15977.2	transcript:C47B2.3.1	40.509	432	249	1	1	424	1	432	3.97e-126	373
transcript:NIC58.15977.2	transcript:C44B11.3.1	39.912	456	258	3	1	446	1	450	8.75e-125	370
transcript:NIC58.15977.2	transcript:F44F4.11.1	40.509	432	249	1	1	424	1	432	5.02e-124	368
transcript:NIC58.15977.2	transcript:F40F4.5.1	40.000	450	256	3	2	437	7	456	1.29e-122	364
transcript:NIC58.15977.2	transcript:T28D6.2.1	39.198	449	259	4	1	441	1	443	3.76e-121	360
transcript:NIC58.15977.2	transcript:F32H2.9.1	39.865	444	257	2	2	435	8	451	7.29e-120	357
transcript:NIC58.15977.2	transcript:F16D3.1.1	39.401	434	253	2	1	424	1	434	2.23e-118	353
transcript:NIC58.15977.2	transcript:ZK899.4.1	39.408	439	257	2	2	431	6	444	3.33e-109	330
transcript:NIC58.15977.2	transcript:F58A4.8.1	31.019	432	280	10	4	423	7	432	1.10e-61	206
transcript:NIC58.15977.2	transcript:Y19D2B.1.1	42.105	57	33	0	368	424	13	69	5.65e-11	58.5
transcript:NIC58.15977.2	transcript:W07E11.1b.1	40.541	37	22	0	295	331	2127	2163	0.77	32.3
transcript:NIC58.15977.2	transcript:W07E11.1a.1	40.541	37	22	0	295	331	2117	2153	0.82	32.3
transcript:NIC58.15977.2	transcript:B0511.10.1	24.675	77	55	2	253	328	6	80	2.6	30.4
transcript:NIC58.15977.2	transcript:T24H7.3.1	26.415	53	39	0	221	273	79	131	4.0	29.3
transcript:NIC58.15977.2	transcript:T24H7.3.2	26.415	53	39	0	221	273	79	131	4.0	29.3
transcript:NIC58.15977.2	transcript:R12B2.7.1	47.619	21	11	0	246	266	41	61	5.5	27.3
transcript:NIC58.15977.2	transcript:F42G9.6b.1	43.750	32	14	1	137	168	457	484	8.5	28.9
transcript:NIC58.15977.2	transcript:F42G9.6c.1	43.750	32	14	1	137	168	433	460	8.6	28.9
transcript:NIC58.15977.2	transcript:F42G9.6a.1	43.750	32	14	1	137	168	431	458	8.9	28.9
transcript:NIC58.15977.1	transcript:C36E8.5.1	100.000	450	0	0	1	450	1	450	0.0	947
transcript:NIC58.15977.1	transcript:K01G5.7.1	97.561	451	8	3	1	450	1	449	0.0	915
transcript:NIC58.15977.1	transcript:C54C6.2.1	94.595	444	19	1	1	439	1	444	0.0	861
transcript:NIC58.15977.1	transcript:B0272.1.1	91.917	433	35	0	1	433	1	433	0.0	829
transcript:NIC58.15977.1	transcript:ZK154.3.1	90.610	426	40	0	1	426	1	426	0.0	804
transcript:NIC58.15977.1	transcript:T04H1.9.2	58.741	429	170	4	1	428	1	423	1.69e-179	508
transcript:NIC58.15977.1	transcript:T04H1.9.1	58.741	429	170	4	1	428	1	423	1.69e-179	508
transcript:NIC58.15977.1	transcript:F26E4.8a.1	40.741	432	248	1	1	424	1	432	2.19e-126	374
transcript:NIC58.15977.1	transcript:F26E4.8b.1	40.741	432	248	1	1	424	6	437	2.68e-126	374
transcript:NIC58.15977.1	transcript:C47B2.3.2	40.509	432	249	1	1	424	1	432	3.97e-126	373
transcript:NIC58.15977.1	transcript:C47B2.3.1	40.509	432	249	1	1	424	1	432	3.97e-126	373
transcript:NIC58.15977.1	transcript:C44B11.3.1	39.912	456	258	3	1	446	1	450	8.75e-125	370
transcript:NIC58.15977.1	transcript:F44F4.11.1	40.509	432	249	1	1	424	1	432	5.02e-124	368
