transcript:QX1410.15075.1	transcript:B0272.1.1	100.000	444	0	0	1	444	1	444	0.0	936
transcript:QX1410.15075.1	transcript:C54C6.2.1	91.667	444	37	0	1	444	1	444	0.0	842
transcript:QX1410.15075.1	transcript:C36E8.5.1	91.917	433	35	0	1	433	1	433	0.0	829
transcript:QX1410.15075.1	transcript:K01G5.7.1	91.917	433	35	0	1	433	1	433	0.0	828
transcript:QX1410.15075.1	transcript:ZK154.3.1	93.662	426	27	0	1	426	1	426	0.0	821
transcript:QX1410.15075.1	transcript:T04H1.9.2	57.009	428	177	4	1	427	1	422	2.19e-174	495
transcript:QX1410.15075.1	transcript:T04H1.9.1	57.009	428	177	4	1	427	1	422	2.19e-174	495
transcript:QX1410.15075.1	transcript:F26E4.8a.1	41.002	439	248	2	1	431	1	436	1.75e-124	369
transcript:QX1410.15075.1	transcript:F26E4.8b.1	41.002	439	248	2	1	431	6	441	1.87e-124	369
transcript:QX1410.15075.1	transcript:C47B2.3.2	41.002	439	248	2	1	431	1	436	5.91e-124	367
transcript:QX1410.15075.1	transcript:C47B2.3.1	41.002	439	248	2	1	431	1	436	5.91e-124	367
transcript:QX1410.15075.1	transcript:C44B11.3.1	40.449	445	255	2	1	435	1	445	6.04e-124	367
transcript:QX1410.15075.1	transcript:F40F4.5.1	41.203	449	250	3	2	440	7	451	1.60e-123	366
transcript:QX1410.15075.1	transcript:F44F4.11.1	39.556	450	261	2	1	442	1	447	3.41e-121	360
transcript:QX1410.15075.1	transcript:T28D6.2.1	39.509	448	258	5	1	439	1	444	3.85e-121	360
transcript:QX1410.15075.1	transcript:F32H2.9.1	41.176	442	250	2	2	433	8	449	1.77e-120	359
transcript:QX1410.15075.1	transcript:F16D3.1.1	40.553	434	248	2	1	424	1	434	6.08e-119	354
transcript:QX1410.15075.1	transcript:ZK899.4.1	40.359	446	257	2	2	438	6	451	1.76e-112	338
transcript:QX1410.15075.1	transcript:F58A4.8.1	30.324	432	283	10	4	423	7	432	1.44e-59	201
transcript:QX1410.15075.1	transcript:Y19D2B.1.1	40.580	69	37	1	356	424	5	69	2.02e-11	60.1
transcript:QX1410.15075.1	transcript:B0511.10.1	28.571	77	52	2	253	328	6	80	0.28	33.5
transcript:QX1410.15075.1	transcript:W07E11.1b.1	37.838	37	23	0	295	331	2127	2163	2.0	31.2
transcript:QX1410.15075.1	transcript:W07E11.1a.1	37.838	37	23	0	295	331	2117	2153	2.0	31.2
transcript:QX1410.15075.1	transcript:C44H9.7b.1	22.222	135	83	5	201	323	69	193	2.4	30.4
transcript:QX1410.15075.1	transcript:C44H9.7a.1	22.222	135	83	5	201	323	69	193	2.9	30.0
transcript:QX1410.15075.1	transcript:K04F1.13.1	32.258	93	46	3	144	225	196	282	3.7	30.0
transcript:QX1410.15075.1	transcript:T24H7.3.1	23.729	59	45	0	215	273	73	131	4.6	28.9
transcript:QX1410.15075.1	transcript:T24H7.3.2	23.729	59	45	0	215	273	73	131	4.6	28.9
