transcript:B0272.1.1	transcript:NIC58.17262.1	99.775	444	1	0	1	444	1	444	0.0	934
transcript:B0272.1.1	transcript:NIC58.15504.2	91.441	444	38	0	1	444	23	466	0.0	841
transcript:B0272.1.1	transcript:NIC58.15504.1	91.441	444	38	0	1	444	1	444	0.0	841
transcript:B0272.1.1	transcript:NIC58.14724.3	92.379	433	33	0	1	433	4	436	0.0	832
transcript:B0272.1.1	transcript:NIC58.14724.4	92.379	433	33	0	1	433	1	433	0.0	832
transcript:B0272.1.1	transcript:NIC58.15977.2	91.917	433	35	0	1	433	1	433	0.0	829
transcript:B0272.1.1	transcript:NIC58.15977.1	91.917	433	35	0	1	433	1	433	0.0	829
transcript:B0272.1.1	transcript:NIC58.18736.4	94.601	426	23	0	1	426	1	426	0.0	826
transcript:B0272.1.1	transcript:NIC58.18736.1	94.601	426	23	0	1	426	1	426	0.0	826
transcript:B0272.1.1	transcript:NIC58.17955.3	41.871	449	247	3	2	440	7	451	1.30e-124	369
transcript:B0272.1.1	transcript:NIC58.260.9	41.002	439	248	2	1	431	1	436	2.19e-124	369
transcript:B0272.1.1	transcript:NIC58.2821.2	41.002	439	248	2	1	431	1	436	2.52e-124	368
transcript:B0272.1.1	transcript:NIC58.2821.1	41.002	439	248	2	1	431	1	436	2.52e-124	368
transcript:B0272.1.1	transcript:NIC58.260.8	41.002	439	248	2	1	431	4	439	2.72e-124	368
transcript:B0272.1.1	transcript:NIC58.14119.2	40.449	445	255	2	1	435	1	445	6.34e-124	367
transcript:B0272.1.1	transcript:NIC58.14119.1	40.449	445	255	2	1	435	1	445	6.34e-124	367
transcript:B0272.1.1	transcript:NIC58.17268.1	40.225	445	258	1	2	438	6	450	3.90e-121	360
transcript:B0272.1.1	transcript:NIC58.14879.1	40.547	439	247	4	1	431	1	433	8.68e-119	354
transcript:B0272.1.1	transcript:NIC58.1121.1	40.092	434	250	2	1	424	7	440	5.62e-118	352
transcript:B0272.1.1	transcript:NIC58.1121.2	40.092	434	250	2	1	424	39	472	1.24e-117	352
transcript:B0272.1.1	transcript:NIC58.17955.1	43.590	351	196	1	2	350	7	357	1.45e-102	311
transcript:B0272.1.1	transcript:NIC58.260.4	40.974	349	195	2	91	431	2	347	3.55e-94	288
transcript:B0272.1.1	transcript:NIC58.260.2	40.974	349	195	2	91	431	2	347	3.55e-94	288
transcript:B0272.1.1	transcript:NIC58.15744.2	31.106	434	279	11	4	423	7	434	6.07e-60	202
transcript:B0272.1.1	transcript:NIC58.15744.1	31.106	434	279	11	4	423	7	434	6.85e-60	202
